X1,X2,y,y_noisy
-2.6158303249683668,-0.07174441577005192,1.0,1.0
-6.218132781455015,1.0007514801572022,1.0,1.0
-4.938412451492076,-0.2538938840597902,1.0,1.0
-6.286652516088578,-0.3596649223859103,1.0,0.0
-3.945229662796895,0.9045975429490242,1.0,1.0
-4.3647908302792535,-0.2644276395086455,1.0,1.0
-5.796733810752977,-0.839019314863614,1.0,1.0
-5.037848907689495,0.5515184745722321,1.0,1.0
-4.838115359906222,-0.7848026518224785,1.0,1.0
-3.8292040064853987,-2.19952622584346,1.0,1.0
-5.675442990507647,0.7140765181072869,1.0,1.0
-4.546940205913001,0.819803210572417,1.0,1.0
-5.5341848762931285,-0.35312520167637834,1.0,1.0
-6.454541800181029,1.027563902579422,1.0,1.0
-3.8136145737167904,0.2508010497430297,1.0,0.0
-5.103863951611372,-1.7845058976872203,1.0,1.0
-4.087854166889925,1.394091342218038,1.0,0.0
-3.818514010214602,-0.5568725441830729,1.0,1.0
-4.387714907953532,-0.3731052806507125,1.0,1.0
-5.180786985418106,-0.5433032644073524,1.0,0.0
-6.173569426569554,0.6938087067101024,1.0,1.0
-5.124706373617423,0.5659443608710881,1.0,0.0
-5.432714448746632,-0.6268214664192738,1.0,0.0
-5.23434404176532,0.32237340242240026,1.0,1.0
-4.670029216237401,0.7458254910739042,1.0,1.0
-4.44322586787866,0.2539464726492957,1.0,1.0
-6.541974204516576,-0.26515626155082217,1.0,1.0
-4.838065848538035,0.08388210568049032,1.0,1.0
-5.351164406073076,0.5115991310118136,1.0,1.0
-4.408862861904591,0.2904223473699534,1.0,1.0
-6.412364819481043,-1.2634933429285482,1.0,1.0
-4.394728158703819,1.8788608419779311,1.0,0.0
-4.775026880553133,-0.861837674260699,1.0,0.0
-5.634780672372149,1.1730466026084236,1.0,1.0
-5.094710127832542,-0.25811483538466834,1.0,0.0
-4.779181605972848,-0.29830337823685094,1.0,1.0
-6.144857898904197,-0.5438126741767391,1.0,1.0
-4.751331725936956,-1.3770393786876491,1.0,1.0
-5.009147733886255,0.6435821164311946,1.0,0.0
-6.034469998217467,0.27443363692459716,1.0,1.0
-6.055477752312759,-0.44271519602487397,1.0,0.0
-5.716139245769172,-0.13921048880476514,1.0,1.0
-7.023857450662275,1.873852437110258,1.0,1.0
-4.774040264029356,0.029411498021226504,1.0,1.0
-5.711732956783194,-0.6571168117845667,1.0,1.0
-5.8725114495653905,-0.16484774815212888,1.0,1.0
-5.802123586825568,1.0842232615846117,1.0,1.0
-3.966385169750331,-0.07800758945539846,1.0,1.0
-5.6990263884388686,-0.9884710015235385,1.0,1.0
-6.041957241943816,-0.5444015193718522,1.0,1.0
-4.772101565647197,-0.06523012079606899,1.0,1.0
-5.399652157439589,-1.3553105295254297,1.0,0.0
-4.495275138020632,-1.040908953247176,1.0,1.0
-4.905994337693484,1.6161370630403251,1.0,1.0
-5.5035230702080975,1.9323676128079383,1.0,1.0
-3.945832493913647,-0.22385112475556343,1.0,1.0
-4.893417029766571,0.07028540129073953,1.0,1.0
-4.159651671538968,-1.42957272955562,1.0,1.0
-4.343745384028973,0.6286826404943111,1.0,0.0
-5.719151903290804,1.1026365873988708,1.0,1.0
-5.73877807501717,0.7022228602427547,1.0,1.0
-3.824643602869226,1.5569642893294797,1.0,1.0
-4.798050512928143,1.0825020032024344,1.0,1.0
-3.2656315377644454,-0.8367607479497388,1.0,1.0
-4.317808617073021,-0.0954691924411185,1.0,1.0
-6.086084596122401,1.9393052622797102,1.0,0.0
-5.053659390700968,-2.891166446335902,1.0,1.0
-6.000763719954914,0.9590501089892316,1.0,1.0
-2.400531778718264,-0.7279742829642347,1.0,0.0
-4.500250986054679,0.7095064943473434,1.0,1.0
-7.077703747011935,-0.9426964907241876,1.0,1.0
-4.423452538293251,-1.7232812152805097,1.0,0.0
-2.535357348161245,0.3610137167172067,1.0,1.0
-6.200892934604772,-1.7020348293223797,1.0,1.0
-4.838489826401545,-0.6856652317321403,1.0,1.0
-4.991177113112588,0.3505985605517145,1.0,1.0
-4.312074376476341,0.21502339155127725,1.0,1.0
-3.7373873632103742,-2.0744520725725395,1.0,1.0
-4.199864189334482,-0.6002668868117149,1.0,1.0
-4.072667491579974,0.3991839302973504,1.0,1.0
-5.745039815763178,0.1425585074772548,1.0,1.0
-6.10289971376182,-0.022594773757026006,1.0,1.0
-5.56276311704717,-0.25176937201274713,1.0,1.0
-5.845557891114322,0.9319023528285576,1.0,1.0
-5.566427851176238,-0.4379109881342936,1.0,1.0
-4.853664036549423,2.3184226624591697,1.0,1.0
-4.9887990450342095,1.3787345788576308,1.0,1.0
-3.219635951929866,-0.5910217852523257,1.0,1.0
-5.3514339926008025,1.0558804871994825,1.0,1.0
-4.98035326706938,0.6134827936805197,1.0,0.0
-5.8040134301296655,-0.4188077008591768,1.0,1.0
-4.990156922708449,-1.1407269075276711,1.0,1.0
-5.99717225713874,-0.22258268986859064,1.0,1.0
-4.424760404867694,0.3919188059574611,1.0,1.0
-5.504992770047298,0.1482617667201703,1.0,1.0
-5.8686745999976555,0.8512782632946797,1.0,1.0
-4.221334882761948,0.2640623477782116,1.0,1.0
-3.3600303545372645,-0.11109518724593766,1.0,0.0
-5.250300868623938,3.0306574659175167,1.0,1.0
-4.735009052062709,-0.6191793440345307,1.0,1.0
-5.269820253502609,0.0835746729922866,1.0,1.0
-4.495847214374382,1.264645276281406,1.0,1.0
-6.557993227932185,0.08475525160816627,1.0,1.0
-6.255982086535985,0.8106631998243327,1.0,0.0
-4.266632030579218,0.39150606078942385,1.0,0.0
-6.467424825765987,1.1167287608864263,1.0,1.0
-5.477557153121049,0.08698731554718522,1.0,1.0
-3.265163550616899,-2.195031491029785,1.0,1.0
-5.165159197962619,-0.32949451082805964,1.0,1.0
-6.642803444754672,0.01762676383067262,1.0,1.0
-5.11684785254139,0.46950099444535,1.0,1.0
-5.250651702716829,0.4479661692229497,1.0,1.0
-5.836616278944504,0.17298541982289192,1.0,1.0
-5.445956796051018,-1.0193698548232306,1.0,1.0
-4.939354875747252,-0.748759263387011,1.0,1.0
-4.45123382010789,1.203451360965163,1.0,0.0
-5.440713917142605,0.8688676449885235,1.0,0.0
-4.423322433703628,0.09242404455050865,1.0,1.0
-6.538993231903413,0.3791214901424293,1.0,1.0
-6.523865631010714,0.7538071797519612,1.0,1.0
-4.736514646349272,-0.1505562027060858,1.0,1.0
-3.840488518303105,-1.0719421420030866,1.0,1.0
-5.435115212218594,1.418124558866585,1.0,1.0
-5.073957680523522,-0.04635347461785618,1.0,1.0
-4.513954912261751,0.2896051857567422,1.0,1.0
-5.300112739718664,2.7740771215839977,1.0,1.0
-4.8886518199550535,-1.5623517078977447,1.0,1.0
-5.30207986659472,-0.9890479771578007,1.0,0.0
-5.005490000034044,0.07716141206935463,1.0,0.0
-2.406911179711383,-0.6486522905848778,1.0,1.0
-4.509570847219639,0.46602499972167766,1.0,1.0
-6.926051863602069,-1.5734510686909005,1.0,1.0
-4.109677155406073,-0.05037774355541732,1.0,1.0
-6.137820539185139,2.91681359704751,1.0,0.0
-3.9167168408554343,-0.10564608920024902,1.0,0.0
-4.364340609426704,-0.43563163980317804,1.0,1.0
-5.096279528858042,-0.6620105395909786,1.0,0.0
-5.432023036189681,-0.008171369166888815,1.0,1.0
